year;countryName;deaths;intervaldeath;injuries;intervalinjuries;damagemillionsdollars;intervaldamagemillionsdollars;depth;intervaldepth;magnitude;intervalmagnitude;temperature;intervaltemperature;sealevelrise;intervalsealevelrise;co2emissions;intervalco2;povertylevel;intervalpovertylevel;populationdensity;intervalpopulationdensity;intensity;sismicscore
2012;Indonesia;;Not specified;;Not specified;;Not specified;49.5;Not specified;5.1;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;118.4;Not specified;5.71;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Iran;;Not specified;;Not specified;;Not specified;10;Not specified;5.55;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Peru;;Not specified;;Not specified;;Not specified;137.7;Not specified;5.4;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Philippines;;Not specified;;Not specified;;Not specified;37;Not specified;6.1;6-7;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Indonesia;;Not specified;;Not specified;;Not specified;142.1;Not specified;5.79;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Canada;;Not specified;;Not specified;;Not specified;19.5;Not specified;5.38;5-6;3.38889;0-10;19.26;15-35;546210;500000-1000000;0.1;0-2;3.87194;0-100;;4.17438726989564
2012;Philippines;;Not specified;;Not specified;;Not specified;63.2;Not specified;5.71;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;35;Not specified;5.2;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;10;Not specified;5.71;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;35;Not specified;5.1;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;139.8;Not specified;5.79;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;New Zealand;;Not specified;;Not specified;;Not specified;163;Not specified;6.25;6-7;19.2778;10-20;19.26;15-35;32110;0-500000;;Not specified;16.7411;0-100;;5.65948221575962
2012;China;;Not specified;;Not specified;;Not specified;10;Not specified;5.3;5-6;22.2778;20-30;19.26;15-35;9541870;5000000-10000000;2;2-5;144.244;100-200;;7.37337430991005
2012;Iran;;Not specified;;Not specified;;Not specified;14.4;Not specified;5.87;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;8;Not specified;5.38;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Mexico;;Not specified;;Not specified;;Not specified;9.963;Not specified;5.08;5-6;25.1111;20-30;19.26;15-35;486450;0-500000;1.2;0-2;59.5468;0-100;;6.02344759296103
2012;Greece;;Not specified;;Not specified;;Not specified;24;Not specified;5.38;5-6;9.5;0-10;19.26;15-35;80090;0-500000;0.6;0-2;85.6867;0-100;;5.2257466737132
2012;United States of America;;Not specified;;Not specified;;Not specified;27.358;Not specified;5.71;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.52209279817015
2012;Ecuador;;Not specified;;Not specified;;Not specified;64.5;Not specified;5.38;5-6;;Not specified;19.26;15-35;37090;0-500000;1.5;0-2;62.3445;0-100;;5.11198778835654
2012;Indonesia;;Not specified;;Not specified;;Not specified;45.1;Not specified;5.1;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Philippines;;Not specified;;Not specified;;Not specified;10;Not specified;5.46;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;10;Not specified;5.3;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;10;Not specified;5.3;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;15;Not specified;5.87;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;9;Not specified;6.03;6-7;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;10;Not specified;5.71;5-6;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Philippines;;Not specified;;Not specified;;Not specified;11;Not specified;6.53;6-7;26.7778;20-30;19.26;15-35;86180;0-500000;2.4;2-5;328.78;300-500;;6.23832462503951
2012;Chile;;Not specified;;Not specified;;Not specified;101;Not specified;5.3;5-6;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Japan;;Not specified;;Not specified;;Not specified;27.1;Not specified;5.4;5-6;7.11111;0-10;19.26;15-35;1253610;1000000-2000000;;Not specified;350.148;300-500;;6.56103066589657
2012;China;;Not specified;;Not specified;;Not specified;38;Not specified;5.95;5-6;22.2778;20-30;19.26;15-35;9541870;5000000-10000000;2;2-5;144.244;100-200;;7.37337430991005
2012;Indonesia;;Not specified;;Not specified;;Not specified;53.8;Not specified;5.71;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Argentina;;Not specified;;Not specified;;Not specified;553.9;Not specified;6.1;6-7;25.6111;20-30;19.26;15-35;177960;0-500000;0.3;0-2;15.2495;0-100;;6.12905021006055
2012;India;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;27.2222;20-30;19.26;15-35;1909440;1000000-2000000;;Not specified;428.66;300-500;;5.15905529921453
2012;Indonesia;;Not specified;;Not specified;;Not specified;46.1;Not specified;5.1;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Peru;;Not specified;;Not specified;;Not specified;111.2;Not specified;5.55;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Indonesia;;Not specified;;Not specified;;Not specified;17.4;Not specified;6.03;6-7;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Iraq;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;;Not specified;19.26;15-35;129000;0-500000;0;0-2;77.9712;0-100;;3.2188758248682
2012;Iran;;Not specified;;Not specified;;Not specified;72.3;Not specified;5.1;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Chile;;Not specified;;Not specified;;Not specified;29;Not specified;6.53;6-7;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Indonesia;;Not specified;;Not specified;;Not specified;13;Not specified;5.87;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Indonesia;;Not specified;;Not specified;;Not specified;68.1;Not specified;5.3;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Indonesia;;Not specified;;Not specified;;Not specified;62.7;Not specified;5.87;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Mexico;;Not specified;;Not specified;;Not specified;15.1;Not specified;5.38;5-6;25.1111;20-30;19.26;15-35;486450;0-500000;1.2;0-2;59.5468;0-100;;6.02344759296103
2012;Mexico;;Not specified;;Not specified;;Not specified;20;Not specified;6.39;6-7;25.1111;20-30;19.26;15-35;486450;0-500000;1.2;0-2;59.5468;0-100;;6.02344759296103
2012;Iran;;Not specified;;Not specified;;Not specified;5;Not specified;5.1;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;United States of America;;Not specified;;Not specified;;Not specified;5;Not specified;5.02;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.52209279817015
2012;Tajikistan;;Not specified;;Not specified;;Not specified;10;Not specified;5.79;5-6;-0.888889;<0;19.26;15-35;3020;0-500000;;Not specified;56.8475;0-100;;4.97673374242057
2012;India;;Not specified;;Not specified;;Not specified;43.3;Not specified;5.55;5-6;27.2222;20-30;19.26;15-35;1909440;1000000-2000000;;Not specified;428.66;300-500;;5.15905529921453
2012;Azerbaijan;;Not specified;;Not specified;;Not specified;11.9;Not specified;5.46;5-6;;Not specified;19.26;15-35;30110;0-500000;;Not specified;112.461;100-200;;3.71357206670431
2012;Azerbaijan;;Not specified;;Not specified;;Not specified;11;Not specified;5.71;5-6;;Not specified;19.26;15-35;30110;0-500000;;Not specified;112.461;100-200;;3.71357206670431
2012;Peru;;Not specified;;Not specified;;Not specified;54.4;Not specified;5.71;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Peru;;Not specified;;Not specified;;Not specified;110;Not specified;6.1;6-7;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Chile;;Not specified;;Not specified;;Not specified;8;Not specified;6.03;6-7;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Russia;;Not specified;;Not specified;;Not specified;17.7;Not specified;5.1;5-6;11.7778;10-20;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.12249280951439
2012;Italy;;Not specified;;Not specified;;Not specified;9;Not specified;5.1;5-6;25.5;20-30;19.26;15-35;376750;0-500000;0.8;0-2;201.34;200-300;;4.93447393313069
2012;China;;Not specified;;Not specified;;Not specified;47.5;Not specified;5.3;5-6;22.2778;20-30;19.26;15-35;9541870;5000000-10000000;2;2-5;144.244;100-200;;7.37337430991005
2012;Japan;;Not specified;;Not specified;;Not specified;63.1;Not specified;5.1;5-6;7.11111;0-10;19.26;15-35;1253610;1000000-2000000;;Not specified;350.148;300-500;;6.56103066589657
2012;Indonesia;;Not specified;;Not specified;;Not specified;25;Not specified;5.87;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Antarctica;;Not specified;;Not specified;;Not specified;12;Not specified;5.63;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;;Not specified;;
2012;Myanmar;;Not specified;;Not specified;;Not specified;75.3;Not specified;5.79;5-6;;Not specified;19.26;15-35;11960;0-500000;;Not specified;76.8861;0-100;;5.51745289646471
2012;Peru;;Not specified;;Not specified;;Not specified;115.4;Not specified;5.1;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Peru;;Not specified;;Not specified;;Not specified;39.7;Not specified;5.79;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Chile;;Not specified;;Not specified;;Not specified;35;Not specified;5.55;5-6;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Iran;;Not specified;;Not specified;;Not specified;28;Not specified;5.29;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;India;;Not specified;;Not specified;;Not specified;58;Not specified;5.71;5-6;27.2222;20-30;19.26;15-35;1909440;1000000-2000000;;Not specified;428.66;300-500;;5.15905529921453
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;82;Not specified;5.2;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Peru;;Not specified;;Not specified;;Not specified;144.6;Not specified;6.1;6-7;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;49.2;Not specified;5.55;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Colombia;;Not specified;;Not specified;;Not specified;170;Not specified;6.92;6-7;13.0556;10-20;19.26;15-35;69700;0-500000;2.5;2-5;41.264;0-100;;5.15905529921453
2012;Iran;;Not specified;;Not specified;;Not specified;4;Not specified;5.3;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Iran;;Not specified;;Not specified;;Not specified;6;Not specified;5.1;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Iran;;Not specified;;Not specified;;Not specified;4;Not specified;5.1;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;46.8718;0-100;;6.56807791141198
2012;Japan;;Not specified;;Not specified;;Not specified;35;Not specified;5.2;5-6;7.11111;0-10;19.26;15-35;1253610;1000000-2000000;;Not specified;350.148;300-500;;6.56103066589657
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;49.5;Not specified;5.55;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Argentina;;Not specified;;Not specified;;Not specified;124;Not specified;5.1;5-6;25.6111;20-30;19.26;15-35;177960;0-500000;0.3;0-2;15.2495;0-100;;6.12905021006055
2012;Costa Rica;;Not specified;;Not specified;;Not specified;35;Not specified;5.79;5-6;22.8889;20-30;19.26;15-35;7450;0-500000;0.6;0-2;92.7652;0-100;;4.56434819146784
2012;Indonesia;;Not specified;;Not specified;;Not specified;21;Not specified;6.1;6-7;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Solomon Is.;;Not specified;;Not specified;;Not specified;47.8;Not specified;5.2;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;;Not specified;;4.20469261939097
2012;China;;Not specified;;Not specified;;Not specified;10;Not specified;5.46;5-6;22.2778;20-30;19.26;15-35;9541870;5000000-10000000;2;2-5;144.244;100-200;;7.37337430991005
2012;China;;Not specified;;Not specified;;Not specified;10;Not specified;5.63;5-6;22.2778;20-30;19.26;15-35;9541870;5000000-10000000;2;2-5;144.244;100-200;;7.37337430991005
2012;Chile;;Not specified;;Not specified;;Not specified;94.5;Not specified;5.2;5-6;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Indonesia;;Not specified;;Not specified;;Not specified;41.6;Not specified;5.71;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2013;Chile;;Not specified;;Not specified;;Not specified;75.3;Not specified;5.46;5-6;;Not specified;21.3;15-35;83000;0-500000;0.2;0-2;23.5497;0-100;;6.85646198459459
2013;Papua New Guinea;;Not specified;;Not specified;;Not specified;10;Not specified;5.4;5-6;;Not specified;21.3;15-35;5240;0-500000;;Not specified;18.2079;0-100;;7.22766249872865
2013;United States of America;;Not specified;;Not specified;;Not specified;133.8;Not specified;5.2;5-6;;Not specified;21.3;15-35;;Not specified;;Not specified;;Not specified;;6.52209279817015
2013;Indonesia;;Not specified;;Not specified;;Not specified;19.8;Not specified;5.4;5-6;27.2222;20-30;21.3;15-35;447940;0-500000;1.8;0-2;134.899;100-200;;7.31455283232408
2013;Myanmar;;Not specified;;Not specified;;Not specified;93;Not specified;5.87;5-6;;Not specified;21.3;15-35;13600;0-500000;;Not specified;77.553;0-100;;5.51745289646471
2013;Mexico;;Not specified;;Not specified;;Not specified;55;Not specified;5.2;5-6;21.3889;20-30;21.3;15-35;475740;0-500000;;Not specified;60.3363;0-100;;6.02344759296103
2013;Afghanistan;;Not specified;;Not specified;;Not specified;210;Not specified;5.46;5-6;;Not specified;21.3;15-35;5990;0-500000;;Not specified;48.359;0-100;;5.9427993751267
2013;Indonesia;;Not specified;;Not specified;;Not specified;96.63;Not specified;5.63;5-6;27.2222;20-30;21.3;15-35;447940;0-500000;1.8;0-2;134.899;100-200;;7.31455283232408
2013;Argentina;;Not specified;;Not specified;;Not specified;22.26;Not specified;5.11;5-6;16.6667;10-20;21.3;15-35;183250;0-500000;0.3;0-2;15.4212;0-100;;6.12905021006055
2013;United States of America;;Not specified;;Not specified;;Not specified;131.4;Not specified;5.02;5-6;;Not specified;21.3;15-35;;Not specified;;Not specified;;Not specified;;6.52209279817015
2012;Argentina;;Not specified;;Not specified;;Not specified;516.6;Not specified;5.95;5-6;25.6111;20-30;19.26;15-35;177960;0-500000;0.3;0-2;15.2495;0-100;;6.12905021006055
2012;Chile;;Not specified;;Not specified;;Not specified;18;Not specified;5.95;5-6;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Guatemala;;Not specified;;Not specified;;Not specified;122.6;Not specified;5.1;5-6;18.3889;10-20;19.26;15-35;12150;0-500000;;Not specified;137.943;100-200;;4.66343909411207
2012;Peru;;Not specified;;Not specified;;Not specified;28.3;Not specified;5.2;5-6;20.1667;20-30;19.26;15-35;48120;0-500000;1.8;0-2;23.2419;0-100;;6.35957386867238
2012;Taiwan;;Not specified;;Not specified;;Not specified;3.4;Not specified;5.02;5-6;15.2778;10-20;19.26;15-35;;Not specified;;Not specified;;Not specified;;
2012;Chile;;Not specified;;Not specified;;Not specified;29;Not specified;5.38;5-6;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;United States of America;;Not specified;;Not specified;;Not specified;84.7;Not specified;5.55;5-6;;Not specified;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.52209279817015
2012;Japan;;Not specified;;Not specified;;Not specified;74.9;Not specified;5.55;5-6;7.11111;0-10;19.26;15-35;1253610;1000000-2000000;;Not specified;350.148;300-500;;6.56103066589657
2012;Russia;;Not specified;;Not specified;;Not specified;15.8;Not specified;5.2;5-6;11.7778;10-20;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.12249280951439
2012;Russia;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;11.7778;10-20;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.12249280951439
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;68.6;Not specified;5.1;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Indonesia;;Not specified;;Not specified;;Not specified;192.6;Not specified;5.2;5-6;26.2778;20-30;19.26;15-35;481510;0-500000;2.3;2-5;133.273;100-200;;7.31455283232408
2012;Japan;;Not specified;;Not specified;;Not specified;10;Not specified;5.2;5-6;7.11111;0-10;19.26;15-35;1253610;1000000-2000000;;Not specified;350.148;300-500;;6.56103066589657
2012;Papua New Guinea;;Not specified;;Not specified;;Not specified;73.8;Not specified;5.1;5-6;;Not specified;19.26;15-35;4890;0-500000;;Not specified;17.7241;0-100;;7.22766249872865
2012;Turkey;;Not specified;;Not specified;;Not specified;5;Not specified;5.2;5-6;-0.444444;<0;19.26;15-35;;Not specified;;Not specified;;Not specified;;6.02344759296103
2012;Chile;;Not specified;;Not specified;;Not specified;40.7;Not specified;6.79;6-7;;Not specified;19.26;15-35;78410;0-500000;;Not specified;23.3235;0-100;;6.85646198459459
2012;Mexico;;Not specified;;Not specified;;Not specified;24.6;Not specified;5.1;5-6;25.1111;20-30;19.26;15-35;486450;0-500000;1.2;0-2;59.5468;0-100;;6.02344759296103
2012;Mexico;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;25.1111;20-30;19.26;15-35;486450;0-500000;1.2;0-2;59.5468;0-100;;6.02344759296103
